"","StandNumber","Station","StationID","PointCountID","YEAR","Date","Time","Round","SP","Abundance.x"
"796",14,1,40,3268,2011,"Friday, June 17, 2011",545,2,"MOWA",0
"797",14,1,40,3771,2014,"Monday, June 09, 2014",630,1,"MOWA",0
"798",14,1,40,4108,2014,"Saturday, June 21, 2014",626,2,"MOWA",0
"799",14,1,40,4206,2017,"Saturday, June 10, 2017",619,1,"MOWA",0
"800",14,1,40,4297,2017,"Tuesday, June 20, 2017",448,2,"MOWA",0
"801",14,2,41,321,2000,"Sunday, June 11, 2000",738,1,"MOWA",0
"802",14,2,41,322,2001,"Thursday, June 14, 2001",515,2,"MOWA",0
"803",14,2,41,323,2001,"Thursday, June 07, 2001",632,1,"MOWA",0
"804",14,2,41,324,2000,"Monday, June 19, 2000",605,2,"MOWA",0
"805",14,2,41,325,1999,"Tuesday, June 22, 1999",536,2,"MOWA",0
"806",14,2,41,326,1999,"Sunday, June 13, 1999",652,1,"MOWA",0
"807",14,2,41,327,1998,"Monday, June 15, 1998",447,1,"MOWA",0
"808",14,2,41,328,1998,"Wednesday, July 01, 1998",614,2,"MOWA",0
"809",14,2,41,1574,2002,"Tuesday, June 11, 2002",623,1,"MOWA",0
"810",14,2,41,1778,2002,"Thursday, June 20, 2002",630,2,"MOWA",0
"811",14,2,41,2101,2005,"Sunday, June 05, 2005",523,1,"MOWA",0
"812",14,2,41,2366,2005,"Sunday, June 26, 2005",814,2,"MOWA",0
"813",14,2,41,2608,2008,"Tuesday, June 10, 2008",519,1,"MOWA",0
"814",14,2,41,2850,2008,"Friday, June 20, 2008",627,2,"MOWA",0
"815",14,2,41,3161,2011,"Sunday, June 05, 2011",721,1,"MOWA",0
"816",14,2,41,3269,2011,"Friday, June 17, 2011",528,2,"MOWA",0
"817",14,2,41,3772,2014,"Monday, June 09, 2014",650,1,"MOWA",0
"818",14,2,41,4109,2014,"Saturday, June 21, 2014",647,2,"MOWA",0
"819",14,2,41,4207,2017,"Saturday, June 10, 2017",641,1,"MOWA",0
"820",14,2,41,4298,2017,"Tuesday, June 20, 2017",528,2,"MOWA",0
"821",14,3,42,329,1999,"Sunday, June 13, 1999",713,1,"MOWA",0
"822",14,3,42,330,2001,"Thursday, June 07, 2001",649,1,"MOWA",0
"823",14,3,42,331,2000,"Monday, June 19, 2000",623,2,"MOWA",0
"824",14,3,42,332,2001,"Thursday, June 14, 2001",536,2,"MOWA",0
"825",14,3,42,333,1998,"Wednesday, July 01, 1998",633,2,"MOWA",0
"826",14,3,42,334,1998,"Monday, June 15, 1998",507,1,"MOWA",0
"827",14,3,42,335,2000,"Sunday, June 11, 2000",755,1,"MOWA",0
"828",14,3,42,336,1999,"Tuesday, June 22, 1999",555,2,"MOWA",0
"829",14,3,42,1575,2002,"Tuesday, June 11, 2002",641,1,"MOWA",0
"830",14,3,42,1779,2002,"Thursday, June 20, 2002",648,2,"MOWA",0
"831",14,3,42,2102,2005,"Sunday, June 05, 2005",540,1,"MOWA",0
"832",14,3,42,2367,2005,"Sunday, June 26, 2005",813,2,"MOWA",0
"833",14,3,42,2609,2008,"Tuesday, June 10, 2008",544,1,"MOWA",0
"834",14,3,42,2851,2008,"Friday, June 20, 2008",649,2,"MOWA",0
"835",14,3,42,3162,2011,"Sunday, June 05, 2011",747,1,"MOWA",0
"836",14,3,42,3270,2011,"Friday, June 17, 2011",508,2,"MOWA",0
"837",14,3,42,3773,2014,"Monday, June 09, 2014",710,1,"MOWA",0
"838",14,3,42,4110,2014,"Saturday, June 21, 2014",708,2,"MOWA",0
"839",14,3,42,4208,2017,"Saturday, June 10, 2017",702,1,"MOWA",0
"840",14,3,42,4295,2017,"Tuesday, June 20, 2017",558,2,"MOWA",0
"841",15,1,43,337,2001,"Thursday, June 07, 2001",751,1,"MOWA",0
"842",15,1,43,338,2001,"Thursday, June 14, 2001",815,2,"MOWA",0
"843",15,1,43,339,2000,"Wednesday, June 21, 2000",605,2,"MOWA",0
"844",15,1,43,340,2000,"Tuesday, June 13, 2000",435,1,"MOWA",0
"845",15,1,43,341,1999,"Tuesday, June 22, 1999",537,2,"MOWA",0
"846",15,1,43,342,1999,"Sunday, June 13, 1999",412,1,"MOWA",0
"847",15,1,43,343,1998,"Wednesday, July 01, 1998",406,2,"MOWA",0
"848",15,1,43,344,1998,"Monday, June 15, 1998",617,1,"MOWA",0
"849",15,1,43,1576,2002,"Tuesday, June 11, 2002",743,1,"MOWA",0
"850",15,1,43,1780,2002,"Thursday, June 20, 2002",753,2,"MOWA",0
"851",15,1,43,2104,2005,"Thursday, June 09, 2005",532,1,"MOWA",0
"852",15,1,43,2368,2005,"Monday, June 20, 2005",445,2,"MOWA",0
"853",15,1,43,2612,2008,"Tuesday, June 10, 2008",800,1,"MOWA",0
"854",15,1,43,2854,2008,"Saturday, June 21, 2008",544,2,"MOWA",0
"855",15,1,43,3388,2011,"Saturday, June 25, 2011",823,2,"MOWA",0
"856",15,1,43,3487,2011,"Sunday, June 12, 2011",537,1,"MOWA",0
"857",15,1,43,3846,2014,"Thursday, June 12, 2014",536,1,"MOWA",0
"858",15,1,43,4090,2014,"Wednesday, June 18, 2014",556,2,"MOWA",0
"859",15,1,43,4209,2017,"Saturday, June 10, 2017",706,1,"MOWA",0
"860",15,1,43,4301,2017,"Sunday, June 25, 2017",720,2,"MOWA",0
"861",15,2,44,345,1998,"Wednesday, July 01, 1998",426,2,"MOWA",0
"862",15,2,44,346,1999,"Sunday, June 13, 1999",430,1,"MOWA",0
"863",15,2,44,347,1999,"Tuesday, June 22, 1999",554,2,"MOWA",0
"864",15,2,44,348,2000,"Tuesday, June 13, 2000",452,1,"MOWA",0
"865",15,2,44,349,2000,"Wednesday, June 21, 2000",625,2,"MOWA",0
"866",15,2,44,350,2001,"Thursday, June 07, 2001",810,1,"MOWA",0
"867",15,2,44,351,2001,"Thursday, June 14, 2001",832,2,"MOWA",0
"868",15,2,44,352,1998,"Monday, June 15, 1998",637,1,"MOWA",0
"869",15,2,44,1577,2002,"Tuesday, June 11, 2002",800,1,"MOWA",0
"870",15,2,44,1781,2002,"Thursday, June 20, 2002",809,2,"MOWA",0
"871",15,2,44,2173,2005,"Thursday, June 09, 2005",514,1,"MOWA",0
"872",15,2,44,2369,2005,"Monday, June 20, 2005",500,2,"MOWA",0
"873",15,2,44,2611,2008,"Tuesday, June 10, 2008",734,1,"MOWA",0
"874",15,2,44,2853,2008,"Saturday, June 21, 2008",523,2,"MOWA",0
"875",15,2,44,3389,2011,"Saturday, June 25, 2011",806,2,"MOWA",0
"876",15,2,44,3489,2011,"Monday, June 13, 2011",611,1,"MOWA",0
"877",15,2,44,3847,2014,"Thursday, June 12, 2014",558,1,"MOWA",0
"878",15,2,44,4091,2014,"Wednesday, June 18, 2014",534,2,"MOWA",0
"879",15,2,44,4210,2017,"Saturday, June 10, 2017",733,1,"MOWA",0
"880",15,2,44,4300,2017,"Sunday, June 25, 2017",659,2,"MOWA",0
"881",15,3,45,353,2000,"Wednesday, June 21, 2000",643,2,"MOWA",0
"882",15,3,45,354,2000,"Tuesday, June 13, 2000",509,1,"MOWA",0
"883",15,3,45,355,2001,"Thursday, June 14, 2001",847,2,"MOWA",0
"884",15,3,45,356,1998,"Monday, June 15, 1998",706,1,"MOWA",0
"885",15,3,45,357,1999,"Sunday, June 13, 1999",447,1,"MOWA",0
"886",15,3,45,358,2001,"Thursday, June 07, 2001",827,1,"MOWA",0
"887",15,3,45,359,1998,"Wednesday, July 01, 1998",446,2,"MOWA",0
"888",15,3,45,360,1999,"Tuesday, June 22, 1999",610,2,"MOWA",0
"889",15,3,45,1578,2002,"Tuesday, June 11, 2002",816,1,"MOWA",0
"890",15,3,45,1782,2002,"Thursday, June 20, 2002",824,2,"MOWA",0
"891",15,3,45,2171,2005,"Thursday, June 09, 2005",456,1,"MOWA",0
"892",15,3,45,2370,2005,"Monday, June 20, 2005",516,2,"MOWA",0
"893",15,3,45,2610,2008,"Tuesday, June 10, 2008",713,1,"MOWA",0
"894",15,3,45,2852,2008,"Saturday, June 21, 2008",457,2,"MOWA",0
"895",15,3,45,3390,2011,"Thursday, June 23, 2011",748,2,"MOWA",0
"896",15,3,45,3488,2011,"Monday, June 13, 2011",545,1,"MOWA",0
"897",15,3,45,3848,2014,"Thursday, June 12, 2014",617,1,"MOWA",0
"898",15,3,45,4092,2014,"Wednesday, June 18, 2014",511,2,"MOWA",0
"899",15,3,45,4211,2017,"Saturday, June 10, 2017",825,1,"MOWA",0
"900",15,3,45,4299,2017,"Sunday, June 25, 2017",638,2,"MOWA",0
"901",16,1,46,361,1999,"Monday, June 07, 1999",726,1,"MOWA",0
"902",16,1,46,362,2001,"Monday, June 25, 2001",722,2,"MOWA",1
"903",16,1,46,363,2001,"Friday, June 08, 2001",800,1,"MOWA",0
"904",16,1,46,364,2000,"Friday, June 16, 2000",646,2,"MOWA",0
"905",16,1,46,365,1999,"Tuesday, June 22, 1999",715,2,"MOWA",0
"906",16,1,46,366,1998,"Sunday, June 28, 1998",445,2,"MOWA",0
"907",16,1,46,367,1998,"Wednesday, June 17, 1998",756,1,"MOWA",0
"908",16,1,46,368,2000,"Tuesday, June 06, 2000",738,1,"MOWA",0
"909",16,1,46,1504,2002,"Sunday, June 09, 2002",724,1,"MOWA",0
"910",16,1,46,1756,2002,"Tuesday, June 18, 2002",457,2,"MOWA",0
"911",16,1,46,2134,2005,"Tuesday, June 07, 2005",457,1,"MOWA",0
"912",16,1,46,2371,2005,"Thursday, June 23, 2005",552,2,"MOWA",0
"913",16,1,46,2692,2008,"Sunday, June 15, 2008",447,1,"MOWA",0
"914",16,1,46,2856,2008,"Friday, June 20, 2008",512,2,"MOWA",0
"915",16,1,46,3091,2011,"Sunday, June 05, 2011",545,1,"MOWA",0
"916",16,1,46,3530,2011,"Wednesday, June 15, 2011",810,2,"MOWA",0
"917",16,1,46,3700,2014,"Friday, June 06, 2014",731,1,"MOWA",0
"918",16,1,46,3934,2014,"Monday, June 16, 2014",606,2,"MOWA",0
"919",16,1,46,4212,2017,"Tuesday, June 06, 2017",457,1,"MOWA",0
"920",16,1,46,4304,2017,"Saturday, June 24, 2017",912,2,"MOWA",0
"921",16,2,47,369,2000,"Tuesday, June 06, 2000",759,1,"MOWA",0
"922",16,2,47,370,2001,"Friday, June 08, 2001",826,1,"MOWA",0
"923",16,2,47,371,2001,"Monday, June 25, 2001",745,2,"MOWA",0
"924",16,2,47,372,2000,"Friday, June 16, 2000",709,2,"MOWA",0
"925",16,2,47,373,1999,"Monday, June 07, 1999",452,1,"MOWA",0
"926",16,2,47,374,1998,"Wednesday, June 17, 1998",817,1,"MOWA",0
"927",16,2,47,375,1998,"Sunday, June 28, 1998",423,2,"MOWA",0
"928",16,2,47,376,1999,"Tuesday, June 22, 1999",735,2,"MOWA",0
"929",16,2,47,1505,2002,"Sunday, June 09, 2002",743,1,"MOWA",0
"930",16,2,47,1758,2002,"Tuesday, June 18, 2002",541,2,"MOWA",0
"931",16,2,47,2135,2005,"Tuesday, June 07, 2005",527,1,"MOWA",0
"932",16,2,47,2372,2005,"Thursday, June 23, 2005",614,2,"MOWA",0
"933",16,2,47,2694,2008,"Sunday, June 15, 2008",541,1,"MOWA",0
"934",16,2,47,2857,2008,"Friday, June 20, 2008",533,2,"MOWA",0
"935",16,2,47,3092,2011,"Sunday, June 05, 2011",519,1,"MOWA",0
"936",16,2,47,3531,2011,"Wednesday, June 15, 2011",852,2,"MOWA",0
"937",16,2,47,3701,2014,"Friday, June 06, 2014",811,1,"MOWA",0
"938",16,2,47,4119,2014,"Monday, June 16, 2014",651,2,"MOWA",0
"939",16,2,47,4213,2017,"Tuesday, June 06, 2017",529,1,"MOWA",0
"940",16,2,47,4303,2017,"Saturday, June 24, 2017",838,2,"MOWA",0
"941",16,3,48,377,1999,"Tuesday, June 22, 1999",755,2,"MOWA",0
"942",16,3,48,378,1998,"Wednesday, June 17, 1998",835,1,"MOWA",0
"943",16,3,48,379,2001,"Friday, June 08, 2001",849,1,"MOWA",0
"944",16,3,48,380,2000,"Tuesday, June 06, 2000",821,1,"MOWA",0
"945",16,3,48,381,2001,"Monday, June 25, 2001",807,2,"MOWA",0
"946",16,3,48,382,1999,"Monday, June 07, 1999",431,1,"MOWA",0
"947",16,3,48,383,1998,"Sunday, June 28, 1998",401,2,"MOWA",0
"948",16,3,48,384,2000,"Friday, June 16, 2000",728,2,"MOWA",0
"949",16,3,48,1506,2002,"Sunday, June 09, 2002",802,1,"MOWA",0
"950",16,3,48,1757,2002,"Tuesday, June 18, 2002",518,2,"MOWA",0
"951",16,3,48,2136,2005,"Tuesday, June 07, 2005",546,1,"MOWA",0
"952",16,3,48,2373,2005,"Thursday, June 23, 2005",631,2,"MOWA",0
"953",16,3,48,2693,2008,"Sunday, June 15, 2008",513,1,"MOWA",0
"954",16,3,48,2855,2008,"Friday, June 20, 2008",447,2,"MOWA",0
"955",16,3,48,3093,2011,"Sunday, June 05, 2011",450,1,"MOWA",0
"956",16,3,48,3532,2011,"Wednesday, June 15, 2011",835,2,"MOWA",0
"957",16,3,48,3702,2014,"Friday, June 06, 2014",752,1,"MOWA",0
"958",16,3,48,3936,2014,"Monday, June 16, 2014",625,2,"MOWA",0
"959",16,3,48,4214,2017,"Tuesday, June 06, 2017",553,1,"MOWA",0
"960",16,3,48,4302,2017,"Saturday, June 24, 2017",808,2,"MOWA",0
"961",17,1,49,385,2000,"Wednesday, June 14, 2000",559,1,"MOWA",0
"962",17,1,49,386,2001,"Thursday, June 07, 2001",752,1,"MOWA",0
"963",17,1,49,387,2001,"Thursday, June 14, 2001",817,2,"MOWA",0
"964",17,1,49,388,2000,"Wednesday, June 21, 2000",610,2,"MOWA",0
"965",17,1,49,389,1999,"Tuesday, June 22, 1999",541,2,"MOWA",0
"966",17,1,49,390,1999,"Sunday, June 13, 1999",425,1,"MOWA",0
"967",17,1,49,391,1998,"Monday, June 15, 1998",608,1,"MOWA",0
"968",17,1,49,392,1998,"Wednesday, July 01, 1998",406,2,"MOWA",0
"969",17,1,49,1588,2002,"Tuesday, June 11, 2002",751,1,"MOWA",0
"970",17,1,49,1765,2002,"Thursday, June 20, 2002",745,2,"MOWA",0
"971",17,1,49,2162,2005,"Friday, June 10, 2005",801,1,"MOWA",0
"972",17,1,49,2374,2005,"Sunday, June 26, 2005",818,2,"MOWA",0
"973",17,1,49,2614,2008,"Saturday, June 14, 2008",511,1,"MOWA",0
"974",17,1,49,2858,2008,"Saturday, June 21, 2008",713,2,"MOWA",0
"975",17,1,49,3139,2011,"Monday, June 06, 2011",810,1,"MOWA",0
"976",17,1,49,3591,2011,"Thursday, June 23, 2011",540,2,"MOWA",0
"977",17,1,49,3837,2014,"Wednesday, June 11, 2014",836,1,"MOWA",0
"978",17,1,49,4036,2014,"Saturday, June 21, 2014",755,2,"MOWA",0
"979",17,1,49,4215,2017,"Tuesday, June 13, 2017",828,1,"MOWA",0
"980",17,1,49,4307,2017,"Saturday, June 24, 2017",836,2,"MOWA",0
"981",17,2,50,393,2000,"Wednesday, June 14, 2000",618,1,"MOWA",0
"982",17,2,50,394,2001,"Thursday, June 07, 2001",812,1,"MOWA",0
"983",17,2,50,395,2001,"Thursday, June 14, 2001",838,2,"MOWA",0
"984",17,2,50,396,2000,"Wednesday, June 21, 2000",631,2,"MOWA",0
"985",17,2,50,397,1999,"Sunday, June 13, 1999",447,1,"MOWA",0
"986",17,2,50,398,1998,"Monday, June 15, 1998",628,1,"MOWA",0
"987",17,2,50,399,1998,"Wednesday, July 01, 1998",426,2,"MOWA",0
"988",17,2,50,400,1999,"Tuesday, June 22, 1999",607,2,"MOWA",0
"989",17,2,50,1589,2002,"Tuesday, June 11, 2002",810,1,"MOWA",0
"990",17,2,50,1766,2002,"Thursday, June 20, 2002",803,2,"MOWA",0
"991",17,2,50,2163,2005,"Friday, June 10, 2005",821,1,"MOWA",0
"992",17,2,50,2375,2005,"Sunday, June 26, 2005",833,2,"MOWA",0
"993",17,2,50,2615,2008,"Saturday, June 14, 2008",534,1,"MOWA",0
"994",17,2,50,2859,2008,"Saturday, June 21, 2008",734,2,"MOWA",0
"995",17,2,50,3138,2011,"Monday, June 06, 2011",750,1,"MOWA",0
"996",17,2,50,3592,2011,"Thursday, June 23, 2011",605,2,"MOWA",0
"997",17,2,50,3838,2014,"Wednesday, June 11, 2014",855,1,"MOWA",0
"998",17,2,50,4037,2014,"Saturday, June 21, 2014",816,2,"MOWA",0
"999",17,2,50,4216,2017,"Tuesday, June 13, 2017",851,1,"MOWA",0
"1000",17,2,50,4306,2017,"Saturday, June 24, 2017",812,2,"MOWA",0
"1001",17,3,51,401,1999,"Tuesday, June 22, 1999",625,2,"MOWA",0
"1002",17,3,51,402,2001,"Thursday, June 07, 2001",830,1,"MOWA",0
"1003",17,3,51,403,2000,"Wednesday, June 14, 2000",636,1,"MOWA",0
"1004",17,3,51,404,2001,"Thursday, June 14, 2001",857,2,"MOWA",0
"1005",17,3,51,405,1999,"Sunday, June 13, 1999",510,1,"MOWA",0
"1006",17,3,51,406,1998,"Wednesday, July 01, 1998",446,2,"MOWA",0
"1007",17,3,51,407,1998,"Monday, June 15, 1998",648,1,"MOWA",0
"1008",17,3,51,408,2000,"Wednesday, June 21, 2000",650,2,"MOWA",0
"1009",17,3,51,1590,2002,"Tuesday, June 11, 2002",826,1,"MOWA",0
"1010",17,3,51,1767,2002,"Thursday, June 20, 2002",820,2,"MOWA",0
"1011",17,3,51,2164,2005,"Friday, June 10, 2005",836,1,"MOWA",0
"1012",17,3,51,2376,2005,"Sunday, June 26, 2005",848,2,"MOWA",0
"1013",17,3,51,2616,2008,"Saturday, June 14, 2008",555,1,"MOWA",0
"1014",17,3,51,2860,2008,"Saturday, June 21, 2008",753,2,"MOWA",0
"1015",17,3,51,3137,2011,"Monday, June 06, 2011",732,1,"MOWA",0
"1016",17,3,51,3593,2011,"Thursday, June 23, 2011",633,2,"MOWA",0
"1017",17,3,51,3839,2014,"Wednesday, June 11, 2014",914,1,"MOWA",0
"1018",17,3,51,4038,2014,"Saturday, June 21, 2014",837,2,"MOWA",0
"1019",17,3,51,4217,2017,"Tuesday, June 13, 2017",910,1,"MOWA",0
"1020",17,3,51,4305,2017,"Saturday, June 24, 2017",750,2,"MOWA",0
"1021",18,1,52,409,2000,"Friday, June 09, 2000",430,1,"MOWA",0
"1022",18,1,52,410,2001,"Thursday, June 14, 2001",450,2,"MOWA",0
"1023",18,1,52,411,2001,"Thursday, June 07, 2001",450,1,"MOWA",0
"1024",18,1,52,412,2000,"Friday, June 16, 2000",515,2,"MOWA",0
"1025",18,1,52,413,1999,"Tuesday, June 22, 1999",416,2,"MOWA",0
"1026",18,1,52,414,1999,"Tuesday, June 15, 1999",407,1,"MOWA",0
"1027",18,1,52,415,1998,"Wednesday, June 17, 1998",659,1,"MOWA",0
"1028",18,1,52,416,1998,"Thursday, July 02, 1998",355,2,"MOWA",0
"1029",18,1,52,1594,2002,"Tuesday, June 11, 2002",450,1,"MOWA",0
"1030",18,1,52,1771,2002,"Thursday, June 20, 2002",448,2,"MOWA",0
"1031",18,1,52,2165,2005,"Sunday, June 12, 2005",630,1,"MOWA",0
"1032",18,1,52,2377,2005,"Sunday, June 26, 2005",524,2,"MOWA",0
"1033",18,1,52,2617,2008,"Wednesday, June 11, 2008",508,1,"MOWA",0
"1034",18,1,52,2861,2008,"Thursday, June 19, 2008",458,2,"MOWA",0
"1035",18,1,52,3142,2011,"Monday, June 06, 2011",453,1,"MOWA",0
"1036",18,1,52,3594,2011,"Thursday, June 23, 2011",518,2,"MOWA",0
"1037",18,1,52,3840,2014,"Wednesday, June 11, 2014",506,1,"MOWA",0
"1038",18,1,52,4029,2014,"Saturday, June 21, 2014",510,2,"MOWA",0
"1039",18,1,52,4218,2017,"Tuesday, June 13, 2017",508,1,"MOWA",0
"1040",18,1,52,4310,2017,"Saturday, June 24, 2017",528,2,"MOWA",0
"1041",18,2,53,417,1999,"Tuesday, June 22, 1999",436,2,"MOWA",0
"1042",18,2,53,418,2001,"Thursday, June 07, 2001",507,1,"MOWA",0
"1043",18,2,53,419,2001,"Thursday, June 14, 2001",650,2,"MOWA",0
"1044",18,2,53,420,2000,"Friday, June 09, 2000",449,1,"MOWA",0
"1045",18,2,53,421,1998,"Thursday, July 02, 1998",419,2,"MOWA",0
"1046",18,2,53,422,1998,"Wednesday, June 17, 1998",550,1,"MOWA",0
"1047",18,2,53,423,2000,"Friday, June 16, 2000",416,2,"MOWA",0
"1048",18,2,53,424,1999,"Tuesday, June 15, 1999",427,1,"MOWA",0
"1049",18,2,53,1595,2002,"Tuesday, June 11, 2002",508,1,"MOWA",0
"1050",18,2,53,1773,2002,"Thursday, June 20, 2002",507,2,"MOWA",0
"1051",18,2,53,2166,2005,"Sunday, June 12, 2005",648,1,"MOWA",0
"1052",18,2,53,2378,2005,"Sunday, June 26, 2005",506,2,"MOWA",0
"1053",18,2,53,2618,2008,"Wednesday, June 11, 2008",529,1,"MOWA",0
"1054",18,2,53,2863,2008,"Thursday, June 19, 2008",517,2,"MOWA",0
"1055",18,2,53,3143,2011,"Monday, June 06, 2011",510,1,"MOWA",0
"1056",18,2,53,3595,2011,"Thursday, June 23, 2011",542,2,"MOWA",0
"1057",18,2,53,3841,2014,"Wednesday, June 11, 2014",526,1,"MOWA",0
"1058",18,2,53,4030,2014,"Saturday, June 21, 2014",530,2,"MOWA",0
"1059",18,2,53,4220,2017,"Tuesday, June 13, 2017",659,1,"MOWA",0
"1060",18,2,53,4309,2017,"Saturday, June 24, 2017",508,2,"MOWA",0
"1061",18,3,54,425,1999,"Tuesday, June 22, 1999",458,2,"MOWA",0
"1062",18,3,54,426,2001,"Thursday, June 07, 2001",527,1,"MOWA",0
"1063",18,3,54,427,2000,"Friday, June 09, 2000",510,1,"MOWA",0
"1064",18,3,54,428,2001,"Thursday, June 14, 2001",711,2,"MOWA",0
"1065",18,3,54,429,1999,"Tuesday, June 15, 1999",452,1,"MOWA",0
"1066",18,3,54,430,1998,"Thursday, July 02, 1998",442,2,"MOWA",0
"1067",18,3,54,431,1998,"Wednesday, June 17, 1998",620,1,"MOWA",0
"1068",18,3,54,432,2000,"Friday, June 16, 2000",439,2,"MOWA",0
"1069",18,3,54,1596,2002,"Tuesday, June 11, 2002",528,1,"MOWA",0
"1070",18,3,54,1772,2002,"Thursday, June 20, 2002",525,2,"MOWA",0
"1071",18,3,54,2167,2005,"Sunday, June 12, 2005",707,1,"MOWA",0
"1072",18,3,54,2379,2005,"Sunday, June 26, 2005",445,2,"MOWA",0
"1073",18,3,54,2619,2008,"Wednesday, June 11, 2008",550,1,"MOWA",0
"1074",18,3,54,2864,2008,"Thursday, June 19, 2008",538,2,"MOWA",0
"1075",18,3,54,3141,2011,"Monday, June 06, 2011",527,1,"MOWA",0
"1076",18,3,54,3596,2011,"Thursday, June 23, 2011",605,2,"MOWA",0
"1077",18,3,54,3842,2014,"Wednesday, June 11, 2014",557,1,"MOWA",0
"1078",18,3,54,4031,2014,"Saturday, June 21, 2014",547,2,"MOWA",0
"1079",18,3,54,4219,2017,"Tuesday, June 13, 2017",620,1,"MOWA",0
"1080",18,3,54,4308,2017,"Saturday, June 24, 2017",447,2,"MOWA",0
"1081",19,1,55,433,2000,"Friday, June 09, 2000",633,1,"MOWA",0
"1082",19,1,55,434,2001,"Thursday, June 07, 2001",652,1,"MOWA",0
"1083",19,1,55,435,2001,"Thursday, June 14, 2001",622,2,"MOWA",0
"1084",19,1,55,436,2000,"Friday, June 16, 2000",700,2,"MOWA",0
"1085",19,1,55,437,1999,"Tuesday, June 22, 1999",639,2,"MOWA",0
"1086",19,1,55,438,1999,"Tuesday, June 15, 1999",620,1,"MOWA",0
"1087",19,1,55,439,1998,"Wednesday, June 17, 1998",359,1,"MOWA",0
"1088",19,1,55,440,1998,"Thursday, July 02, 1998",529,2,"MOWA",0
"1089",19,1,55,1591,2002,"Tuesday, June 11, 2002",554,1,"MOWA",0
"1090",19,1,55,1770,2002,"Thursday, June 20, 2002",643,2,"MOWA",0
"1091",19,1,55,2168,2005,"Sunday, June 12, 2005",514,1,"MOWA",0
"1092",19,1,55,2380,2005,"Sunday, June 26, 2005",547,2,"MOWA",0
"1093",19,1,55,2620,2008,"Wednesday, June 11, 2008",630,1,"MOWA",0
"1094",19,1,55,2865,2008,"Thursday, June 19, 2008",600,2,"MOWA",0
"1095",19,1,55,3136,2011,"Monday, June 06, 2011",647,1,"MOWA",0
"1096",19,1,55,3597,2011,"Thursday, June 23, 2011",633,2,"MOWA",0
"1097",19,1,55,3843,2014,"Wednesday, June 11, 2014",729,1,"MOWA",0
"1098",19,1,55,4032,2014,"Saturday, June 21, 2014",615,2,"MOWA",0
"1099",19,1,55,4223,2017,"Tuesday, June 13, 2017",905,1,"MOWA",0
"1100",19,1,55,4313,2017,"Saturday, June 24, 2017",704,2,"MOWA",0
"1101",19,2,56,441,2000,"Friday, June 16, 2000",550,2,"MOWA",0
"1102",19,2,56,442,1999,"Tuesday, June 15, 1999",527,1,"MOWA",0
"1103",19,2,56,443,2001,"Thursday, June 14, 2001",520,2,"MOWA",0
"1104",19,2,56,444,2001,"Thursday, June 07, 2001",600,1,"MOWA",0
"1105",19,2,56,445,1999,"Tuesday, June 22, 1999",539,2,"MOWA",0
"1106",19,2,56,446,1998,"Wednesday, June 17, 1998",436,1,"MOWA",0
"1107",19,2,56,447,1998,"Thursday, July 02, 1998",600,2,"MOWA",0
"1108",19,2,56,448,2000,"Friday, June 09, 2000",543,1,"MOWA",0
"1109",19,2,56,1592,2002,"Tuesday, June 11, 2002",618,1,"MOWA",0
"1110",19,2,56,1768,2002,"Thursday, June 20, 2002",555,2,"MOWA",0
"1111",19,2,56,2169,2005,"Sunday, June 12, 2005",542,1,"MOWA",0
"1112",19,2,56,2381,2005,"Sunday, June 26, 2005",612,2,"MOWA",0
"1113",19,2,56,2623,2008,"Wednesday, June 11, 2008",818,1,"MOWA",0
"1114",19,2,56,2866,2008,"Thursday, June 19, 2008",627,2,"MOWA",0
"1115",19,2,56,3134,2011,"Monday, June 06, 2011",558,1,"MOWA",0
"1116",19,2,56,3598,2011,"Thursday, June 23, 2011",707,2,"MOWA",0
"1117",19,2,56,3844,2014,"Wednesday, June 11, 2014",636,1,"MOWA",0
"1118",19,2,56,4033,2014,"Saturday, June 21, 2014",640,2,"MOWA",0
"1119",19,2,56,4221,2017,"Tuesday, June 13, 2017",755,1,"MOWA",0
"1120",19,2,56,4311,2017,"Saturday, June 24, 2017",600,2,"MOWA",0
"1121",19,3,57,449,2001,"Thursday, June 14, 2001",542,2,"MOWA",0
"1122",19,3,57,450,1998,"Wednesday, June 17, 1998",507,1,"MOWA",0
"1123",19,3,57,451,1998,"Thursday, July 02, 1998",620,2,"MOWA",0
"1124",19,3,57,452,1999,"Tuesday, June 15, 1999",545,1,"MOWA",0
"1125",19,3,57,453,1999,"Tuesday, June 22, 1999",558,2,"MOWA",0
"1126",19,3,57,454,2000,"Friday, June 09, 2000",559,1,"MOWA",0
"1127",19,3,57,455,2000,"Friday, June 16, 2000",618,2,"MOWA",0
"1128",19,3,57,456,2001,"Thursday, June 07, 2001",619,1,"MOWA",0
"1129",19,3,57,1593,2002,"Tuesday, June 11, 2002",636,1,"MOWA",0
"1130",19,3,57,1769,2002,"Thursday, June 20, 2002",613,2,"MOWA",0
"1131",19,3,57,2170,2005,"Sunday, June 12, 2005",601,1,"MOWA",0
"1132",19,3,57,2382,2005,"Sunday, June 26, 2005",628,2,"MOWA",0
"1133",19,3,57,2622,2008,"Wednesday, June 11, 2008",755,1,"MOWA",0
"1134",19,3,57,2867,2008,"Thursday, June 19, 2008",647,2,"MOWA",0
